t,phi,omega,phi_anal,omega_anal,T,U,E
3.150000,-0.063215,0.092759,-0.063125,0.093396,0.004302,-9.790405,-9.786103
3.160000,-0.062257,0.098910,-0.062160,0.099542,0.004892,-9.790995,-9.786103
3.170000,-0.061237,0.104964,-0.061134,0.105590,0.005509,-9.791612,-9.786103
3.180000,-0.060158,0.110915,-0.060048,0.111534,0.006151,-9.792254,-9.786103
3.190000,-0.059019,0.116758,-0.058904,0.117369,0.006816,-9.792920,-9.786103
3.200000,-0.057823,0.122486,-0.057701,0.123089,0.007501,-9.793605,-9.786103
3.210000,-0.056570,0.128095,-0.056442,0.128688,0.008204,-9.794307,-9.786103
3.220000,-0.055261,0.133578,-0.055128,0.134161,0.008921,-9.795025,-9.786103
3.230000,-0.053899,0.138930,-0.053760,0.139503,0.009651,-9.795754,-9.786103
3.240000,-0.052483,0.144146,-0.052338,0.144707,0.010389,-9.796492,-9.786103
3.250000,-0.051016,0.149220,-0.050866,0.149770,0.011133,-9.797237,-9.786103
3.260000,-0.049499,0.154149,-0.049343,0.154685,0.011881,-9.797984,-9.786103
3.270000,-0.047934,0.158927,-0.047773,0.159449,0.012629,-9.798732,-9.786103
3.280000,-0.046321,0.163549,-0.046155,0.164057,0.013374,-9.799477,-9.786103
3.290000,-0.044663,0.168010,-0.044492,0.168504,0.014114,-9.800217,-9.786103
3.300000,-0.042962,0.172307,-0.042785,0.172785,0.014845,-9.800948,-9.786103
3.310000,-0.041218,0.176435,-0.041037,0.176897,0.015565,-9.801668,-9.786103
3.320000,-0.039434,0.180390,-0.039248,0.180835,0.016270,-9.802374,-9.786103
3.330000,-0.037611,0.184169,-0.037421,0.184596,0.016959,-9.803062,-9.786103
3.340000,-0.035751,0.187767,-0.035557,0.188176,0.017628,-9.803732,-9.786103
3.350000,-0.033856,0.191181,-0.033658,0.191571,0.018275,-9.804378,-9.786103
3.360000,-0.031928,0.194407,-0.031726,0.194778,0.018897,-9.805000,-9.786103
3.370000,-0.029968,0.197443,-0.029763,0.197795,0.019492,-9.805595,-9.786103
3.380000,-0.027980,0.200285,-0.027771,0.200617,0.020057,-9.806160,-9.786103
3.390000,-0.025963,0.202931,-0.025751,0.203242,0.020590,-9.806694,-9.786103
3.400000,-0.023922,0.205377,-0.023707,0.205668,0.021090,-9.807193,-9.786103
3.410000,-0.021856,0.207623,-0.021639,0.207893,0.021554,-9.807657,-9.786103
3.420000,-0.019770,0.209665,-0.019549,0.209913,0.021980,-9.808083,-9.786103
3.430000,-0.017664,0.211501,-0.017441,0.211728,0.022366,-9.808470,-9.786103
3.440000,-0.015541,0.213130,-0.015316,0.213335,0.022712,-9.808815,-9.786103
3.450000,-0.013402,0.214549,-0.013175,0.214732,0.023016,-9.809119,-9.786103
3.460000,-0.011250,0.215758,-0.011022,0.215919,0.023276,-9.809379,-9.786103
3.470000,-0.009087,0.216756,-0.008857,0.216894,0.023492,-9.809595,-9.786103
3.480000,-0.006916,0.217541,-0.006684,0.217657,0.023662,-9.809765,-9.786103
3.490000,-0.004737,0.218113,-0.004505,0.218206,0.023787,-9.809890,-9.786103
3.500000,-0.002554,0.218470,-0.002321,0.218540,0.023865,-9.809968,-9.786103
3.510000,-0.000369,0.218614,-0.000135,0.218661,0.023896,-9.809999,-9.786103
3.520000,0.001817,0.218543,0.002051,0.218567,0.023880,-9.809984,-9.786103
3.530000,0.004001,0.218257,0.004236,0.218258,0.023818,-9.809921,-9.786103
3.540000,0.006182,0.217758,0.006416,0.217736,0.023709,-9.809813,-9.786103
3.550000,0.008356,0.217045,0.008590,0.217000,0.023554,-9.809658,-9.786103
3.560000,0.010522,0.216119,0.010755,0.216051,0.023354,-9.809457,-9.786103
3.570000,0.012678,0.214981,0.012910,0.214890,0.023108,-9.809212,-9.786103
3.580000,0.014821,0.213632,0.015052,0.213518,0.022819,-9.808923,-9.786103
3.590000,0.016950,0.212073,0.017180,0.211937,0.022488,-9.808591,-9.786103
3.600000,0.019062,0.210307,0.019290,0.210148,0.022115,-9.808218,-9.786103
3.610000,0.021155,0.208334,0.021382,0.208153,0.021702,-9.807805,-9.786103
3.620000,0.023228,0.206157,0.023453,0.205954,0.021250,-9.807354,-9.786103
3.630000,0.025277,0.203778,0.025500,0.203552,0.020763,-9.806866,-9.786103
3.640000,0.027302,0.201199,0.027523,0.200951,0.020241,-9.806344,-9.786103
3.650000,0.029301,0.198423,0.029519,0.198153,0.019686,-9.805789,-9.786103
3.660000,0.031270,0.195452,0.031486,0.195161,0.019101,-9.805204,-9.786103
3.670000,0.033209,0.192290,0.033421,0.191977,0.018488,-9.804591,-9.786103
3.680000,0.035115,0.188939,0.035324,0.188605,0.017849,-9.803952,-9.786103
3.690000,0.036987,0.185403,0.037193,0.185047,0.017187,-9.803290,-9.786103
3.700000,0.038823,0.181685,0.039025,0.181308,0.016505,-9.802608,-9.786103
3.710000,0.040620,0.177789,0.040818,0.177392,0.015804,-9.801908,-9.786103
3.720000,0.042378,0.173719,0.042572,0.173301,0.015089,-9.801192,-9.786103
3.730000,0.044094,0.169478,0.044284,0.169041,0.014361,-9.800465,-9.786103
3.740000,0.045767,0.165072,0.045952,0.164614,0.013624,-9.799728,-9.786103
3.750000,0.047395,0.160503,0.047576,0.160026,0.012881,-9.798984,-9.786103
3.760000,0.048977,0.155778,0.049152,0.155281,0.012133,-9.798237,-9.786103
3.770000,0.050510,0.150899,0.050681,0.150384,0.011385,-9.797489,-9.786103
3.780000,0.051994,0.145873,0.052159,0.145339,0.010640,-9.796743,-9.786103
3.790000,0.053427,0.140704,0.053587,0.140152,0.009899,-9.796002,-9.786103
3.800000,0.054808,0.135398,0.054962,0.134827,0.009166,-9.795270,-9.786103
3.810000,0.056135,0.129958,0.056283,0.129370,0.008445,-9.794548,-9.786103
3.820000,0.057407,0.124392,0.057549,0.123786,0.007737,-9.793840,-9.786103
3.830000,0.058622,0.118703,0.058758,0.118081,0.007045,-9.793149,-9.786103
3.840000,0.059780,0.112898,0.059910,0.112260,0.006373,-9.792476,-9.786103
3.850000,0.060880,0.106983,0.061003,0.106329,0.005723,-9.791826,-9.786103
3.860000,0.061920,0.100963,0.062037,0.100293,0.005097,-9.791200,-9.786103
3.870000,0.062899,0.094844,0.063009,0.094159,0.004498,-9.790601,-9.786103
3.880000,0.063816,0.088633,0.063919,0.087933,0.003928,-9.790031,-9.786103
3.890000,0.064671,0.082334,0.064767,0.081620,0.003389,-9.789493,-9.786103
3.900000,0.065463,0.075955,0.065552,0.075227,0.002885,-9.788988,-9.786103
3.910000,0.066190,0.069502,0.066272,0.068761,0.002415,-9.788519,-9.786103
3.920000,0.066852,0.062980,0.066927,0.062227,0.001983,-9.788087,-9.786103
3.930000,0.067449,0.056397,0.067516,0.055632,0.001590,-9.787694,-9.786103
3.940000,0.067980,0.049759,0.068039,0.048983,0.001238,-9.787341,-9.786103
3.950000,0.068444,0.043072,0.068495,0.042285,0.000928,-9.787031,-9.786103
3.960000,0.068841,0.036343,0.068885,0.035546,0.000660,-9.786764,-9.786103
3.970000,0.069171,0.029578,0.069206,0.028772,0.000437,-9.786541,-9.786103
3.980000,0.069433,0.022784,0.069460,0.021970,0.000260,-9.786363,-9.786103
3.990000,0.069627,0.015968,0.069645,0.015146,0.000127,-9.786231,-9.786103
4.000000,0.069752,0.009137,0.069763,0.008308,0.000042,-9.786145,-9.786103
4.010000,0.069809,0.002296,0.069812,0.001461,0.000003,-9.786106,-9.786103
4.020000,0.069798,-0.004546,0.069792,-0.005387,0.000010,-9.786114,-9.786103
4.030000,0.069718,-0.011385,0.069704,-0.012230,0.000065,-9.786168,-9.786103
4.040000,0.069570,-0.018212,0.069547,-0.019061,0.000166,-9.786269,-9.786103
4.050000,0.069354,-0.025021,0.069323,-0.025873,0.000313,-9.786416,-9.786103
4.060000,0.069070,-0.031806,0.069030,-0.032660,0.000506,-9.786609,-9.786103
4.070000,0.068718,-0.038560,0.068670,-0.039414,0.000743,-9.786847,-9.786103
4.080000,0.068299,-0.045276,0.068242,-0.046130,0.001025,-9.787128,-9.786103
4.090000,0.067813,-0.051947,0.067747,-0.052801,0.001349,-9.787453,-9.786103
4.100000,0.067260,-0.058568,0.067186,-0.059420,0.001715,-9.787818,-9.786103
4.110000,0.066642,-0.065132,0.066559,-0.065981,0.002121,-9.788224,-9.786103
4.120000,0.065958,-0.071631,0.065867,-0.072477,0.002566,-9.788669,-9.786103
4.130000,0.065209,-0.078061,0.065110,-0.078902,0.003047,-9.789150,-9.786103
4.140000,0.064397,-0.084414,0.064289,-0.085249,0.003563,-9.789666,-9.786103
4.150000,0.063521,-0.090685,0.063405,-0.091513,0.004112,-9.790215,-9.786103
4.160000,0.062583,-0.096867,0.062459,-0.097687,0.004692,-9.790795,-9.786103
4.170000,0.061584,-0.102954,0.061452,-0.103766,0.005300,-9.791403,-9.786103
4.180000,0.060525,-0.108940,0.060384,-0.109742,0.005934,-9.792037,-9.786103
4.190000,0.059406,-0.114820,0.059257,-0.115611,0.006592,-9.792695,-9.786103
4.200000,0.058229,-0.120587,0.058072,-0.121367,0.007271,-9.793374,-9.786103
4.210000,0.056994,-0.126236,0.056830,-0.127003,0.007968,-9.794071,-9.786103
4.220000,0.055704,-0.131761,0.055532,-0.132515,0.008680,-9.794784,-9.786103
4.230000,0.054360,-0.137157,0.054180,-0.137897,0.009406,-9.795509,-9.786103
4.240000,0.052962,-0.142419,0.052775,-0.143143,0.010142,-9.796245,-9.786103
4.250000,0.051512,-0.147542,0.051318,-0.148249,0.010884,-9.796988,-9.786103
4.260000,0.050011,-0.152520,0.049810,-0.153210,0.011631,-9.797735,-9.786103
4.270000,0.048462,-0.157349,0.048254,-0.158021,0.012379,-9.798483,-9.786103
4.280000,0.046865,-0.162023,0.046651,-0.162676,0.013126,-9.799229,-9.786103
4.290000,0.045222,-0.166539,0.045001,-0.167172,0.013868,-9.799971,-9.786103
4.300000,0.043535,-0.170891,0.043308,-0.171504,0.014602,-9.800705,-9.786103
4.310000,0.041805,-0.175076,0.041572,-0.175668,0.015326,-9.801429,-9.786103
4.320000,0.040034,-0.179089,0.039795,-0.179659,0.016036,-9.802140,-9.786103
4.330000,0.038223,-0.182927,0.037979,-0.183474,0.016731,-9.802835,-9.786103
4.340000,0.036376,-0.186586,0.036126,-0.187109,0.017407,-9.803510,-9.786103
4.350000,0.034492,-0.190061,0.034237,-0.190561,0.018062,-9.804165,-9.786103
4.360000,0.032575,-0.193351,0.032315,-0.193825,0.018692,-9.804796,-9.786103
4.370000,0.030626,-0.196450,0.030362,-0.196900,0.019296,-9.805400,-9.786103
4.380000,0.028647,-0.199358,0.028378,-0.199781,0.019872,-9.805975,-9.786103
4.390000,0.026639,-0.202069,0.026367,-0.202467,0.020416,-9.806519,-9.786103
4.400000,0.024606,-0.204583,0.024329,-0.204954,0.020927,-9.807030,-9.786103
4.410000,0.022548,-0.206896,0.022268,-0.207240,0.021403,-9.807506,-9.786103
4.420000,0.020469,-0.209006,0.020185,-0.209322,0.021842,-9.807945,-9.786103
4.430000,0.018369,-0.210911,0.018082,-0.211199,0.022242,-9.808345,-9.786103
4.440000,0.016251,-0.212609,0.015962,-0.212869,0.022601,-9.808705,-9.786103
4.450000,0.014118,-0.214099,0.013826,-0.214330,0.022919,-9.809022,-9.786103
4.460000,0.011970,-0.215378,0.011676,-0.215581,0.023194,-9.809297,-9.786103
4.470000,0.009811,-0.216447,0.009515,-0.216621,0.023425,-9.809528,-9.786103
4.480000,0.007642,-0.217303,0.007344,-0.217448,0.023610,-9.809714,-9.786103
4.490000,0.005465,-0.217946,0.005167,-0.218062,0.023750,-9.809853,-9.786103
4.500000,0.003284,-0.218375,0.002984,-0.218461,0.023844,-9.809947,-9.786103
4.510000,0.001099,-0.218590,0.000798,-0.218647,0.023891,-9.809994,-9.786103
4.520000,-0.001087,-0.218590,-0.001388,-0.218618,0.023891,-9.809994,-9.786103
4.530000,-0.003273,-0.218376,-0.003574,-0.218375,0.023844,-9.809947,-9.786103
4.540000,-0.005454,-0.217948,-0.005755,-0.217917,0.023751,-9.809854,-9.786103
4.550000,-0.007631,-0.217307,-0.007931,-0.217246,0.023611,-9.809714,-9.786103
4.560000,-0.009800,-0.216451,-0.010099,-0.216361,0.023426,-9.809529,-9.786103
4.570000,-0.011959,-0.215384,-0.012258,-0.215264,0.023195,-9.809298,-9.786103
4.580000,-0.014107,-0.214106,-0.014404,-0.213957,0.022921,-9.809024,-9.786103
4.590000,-0.016240,-0.212617,-0.016536,-0.212439,0.022603,-9.808706,-9.786103
4.600000,-0.018358,-0.210920,-0.018652,-0.210713,0.022244,-9.808347,-9.786103
4.610000,-0.020458,-0.209016,-0.020750,-0.208780,0.021844,-9.807947,-9.786103
4.620000,-0.022538,-0.206907,-0.022827,-0.206642,0.021405,-9.807509,-9.786103
4.630000,-0.024596,-0.204595,-0.024882,-0.204302,0.020930,-9.807033,-9.786103
4.640000,-0.026629,-0.202082,-0.026912,-0.201761,0.020419,-9.806522,-9.786103
4.650000,-0.028637,-0.199372,-0.028916,-0.199023,0.019875,-9.805978,-9.786103
4.660000,-0.030616,-0.196466,-0.030892,-0.196089,0.019299,-9.805403,-9.786103
4.670000,-0.032565,-0.193367,-0.032838,-0.192963,0.018695,-9.804799,-9.786103
4.680000,-0.034483,-0.190079,-0.034751,-0.189647,0.018065,-9.804168,-9.786103
4.690000,-0.036366,-0.186604,-0.036630,-0.186146,0.017410,-9.803514,-9.786103
4.700000,-0.038214,-0.182946,-0.038473,-0.182462,0.016735,-9.802838,-9.786103
4.710000,-0.040025,-0.179109,-0.040279,-0.178598,0.016040,-9.802143,-9.786103
4.720000,-0.041796,-0.175097,-0.042044,-0.174560,0.015329,-9.801433,-9.786103
4.730000,-0.043526,-0.170913,-0.043769,-0.170351,0.014606,-9.800709,-9.786103
4.740000,-0.045213,-0.166561,-0.045451,-0.165974,0.013871,-9.799975,-9.786103
4.750000,-0.046857,-0.162046,-0.047088,-0.161435,0.013129,-9.799233,-9.786103
4.760000,-0.048454,-0.157373,-0.048679,-0.156737,0.012383,-9.798486,-9.786103
4.770000,-0.050004,-0.152545,-0.050222,-0.151885,0.011635,-9.797738,-9.786103
4.780000,-0.051504,-0.147568,-0.051716,-0.146885,0.010888,-9.796991,-9.786103
4.790000,-0.052954,-0.142446,-0.053160,-0.141740,0.010145,-9.796249,-9.786103
4.800000,-0.054353,-0.137185,-0.054551,-0.136457,0.009410,-9.795513,-9.786103
4.810000,-0.055698,-0.131789,-0.055888,-0.131039,0.008684,-9.794787,-9.786103
4.820000,-0.056988,-0.126264,-0.057171,-0.125493,0.007971,-9.794075,-9.786103
4.830000,-0.058223,-0.120616,-0.058398,-0.119824,0.007274,-9.793377,-9.786103
4.840000,-0.059400,-0.114849,-0.059567,-0.114037,0.006595,-9.792698,-9.786103
4.850000,-0.060519,-0.108970,-0.060678,-0.108139,0.005937,-9.792041,-9.786103
4.860000,-0.061579,-0.102984,-0.061730,-0.102134,0.005303,-9.791406,-9.786103
4.870000,-0.062579,-0.096898,-0.062720,-0.096030,0.004695,-9.790798,-9.786103
4.880000,-0.063517,-0.090717,-0.063650,-0.089831,0.004115,-9.790218,-9.786103
4.890000,-0.064393,-0.084446,-0.064517,-0.083544,0.003566,-9.789669,-9.786103
4.900000,-0.065205,-0.078094,-0.065320,-0.077175,0.003049,-9.789153,-9.786103
4.910000,-0.065954,-0.071664,-0.066060,-0.070730,0.002568,-9.788671,-9.786103
4.920000,-0.066638,-0.065165,-0.066735,-0.064216,0.002123,-9.788227,-9.786103
4.930000,-0.067257,-0.058602,-0.067344,-0.057639,0.001717,-9.787820,-9.786103
4.940000,-0.067810,-0.051981,-0.067887,-0.051005,0.001351,-9.787454,-9.786103
4.950000,-0.068297,-0.045310,-0.068364,-0.044321,0.001026,-9.787130,-9.786103
4.960000,-0.068716,-0.038594,-0.068774,-0.037594,0.000745,-9.786848,-9.786103
4.970000,-0.069068,-0.031840,-0.069116,-0.030830,0.000507,-9.786610,-9.786103
4.980000,-0.069353,-0.025056,-0.069390,-0.024036,0.000314,-9.786417,-9.786103
4.990000,-0.069569,-0.018246,-0.069596,-0.017218,0.000166,-9.786270,-9.786103
5.000000,-0.069718,-0.011419,-0.069734,-0.010383,0.000065,-9.786169,-9.786103
5.010000,-0.069798,-0.004581,-0.069804,-0.003538,0.000010,-9.786114,-9.786103
5.020000,-0.069809,0.002262,-0.069805,0.003310,0.000003,-9.786106,-9.786103
5.030000,-0.069753,0.009102,-0.069738,0.010155,0.000041,-9.786145,-9.786103
5.040000,-0.069627,0.015934,-0.069602,0.016990,0.000127,-9.786230,-9.786103
5.050000,-0.069434,0.022750,-0.069398,0.023809,0.000259,-9.786362,-9.786103
5.060000,-0.069172,0.029544,-0.069126,0.030604,0.000436,-9.786540,-9.786103
5.070000,-0.068843,0.036308,-0.068786,0.037369,0.000659,-9.786762,-9.786103
5.080000,-0.068446,0.043038,-0.068379,0.044098,0.000926,-9.787029,-9.786103
5.090000,-0.067983,0.049725,-0.067904,0.050783,0.001236,-9.787340,-9.786103
5.100000,-0.067452,0.056364,-0.067363,0.057418,0.001588,-9.787692,-9.786103
5.110000,-0.066856,0.062947,-0.066756,0.063997,0.001981,-9.788084,-9.786103
5.120000,-0.066193,0.069469,-0.066084,0.070514,0.002413,-9.788516,-9.786103
5.130000,-0.065466,0.075922,-0.065346,0.076961,0.002882,-9.788985,-9.786103
5.140000,-0.064675,0.082302,-0.064545,0.083333,0.003387,-9.789490,-9.786103
5.150000,-0.063821,0.088601,-0.063680,0.089622,0.003925,-9.790028,-9.786103
5.160000,-0.062903,0.094813,-0.062752,0.095824,0.004495,-9.790598,-9.786103
5.170000,-0.061925,0.100932,-0.061764,0.101932,0.005094,-9.791197,-9.786103
5.180000,-0.060885,0.106953,-0.060714,0.107940,0.005719,-9.791823,-9.786103
5.190000,-0.059786,0.112869,-0.059605,0.113843,0.006370,-9.792473,-9.786103
5.200000,-0.058628,0.118674,-0.058438,0.119633,0.007042,-9.793145,-9.786103
5.210000,-0.057413,0.124363,-0.057213,0.125306,0.007733,-9.793836,-9.786103
5.220000,-0.056141,0.129930,-0.055932,0.130856,0.008441,-9.794544,-9.786103
5.230000,-0.054815,0.135370,-0.054596,0.136278,0.009163,-9.795266,-9.786103
5.240000,-0.053434,0.140678,-0.053207,0.141566,0.009895,-9.795998,-9.786103
5.250000,-0.052002,0.145847,-0.051765,0.146716,0.010636,-9.796739,-9.786103
5.260000,-0.050518,0.150874,-0.050273,0.151721,0.011382,-9.797485,-9.786103
5.270000,-0.048985,0.155753,-0.048731,0.156578,0.012130,-9.798233,-9.786103
5.280000,-0.047403,0.160480,-0.047142,0.161281,0.012877,-9.798980,-9.786103
5.290000,-0.045776,0.165049,-0.045506,0.165825,0.013621,-9.799724,-9.786103
5.300000,-0.044103,0.169456,-0.043826,0.170207,0.014358,-9.800461,-9.786103
5.310000,-0.042387,0.173697,-0.042103,0.174423,0.015085,-9.801189,-9.786103
5.320000,-0.040629,0.177769,-0.040338,0.178467,0.015801,-9.801904,-9.786103
5.330000,-0.038832,0.181665,-0.038534,0.182336,0.016501,-9.802605,-9.786103
5.340000,-0.036997,0.185384,-0.036692,0.186026,0.017184,-9.803287,-9.786103
5.350000,-0.035125,0.188921,-0.034814,0.189533,0.017846,-9.803949,-9.786103
5.360000,-0.033219,0.192273,-0.032902,0.192855,0.018485,-9.804588,-9.786103
5.370000,-0.031280,0.195437,-0.030958,0.195988,0.019098,-9.805201,-9.786103
5.380000,-0.029311,0.198408,-0.028983,0.198928,0.019683,-9.805786,-9.786103
5.390000,-0.027313,0.201186,-0.026980,0.201673,0.020238,-9.806341,-9.786103
5.400000,-0.025288,0.203766,-0.024950,0.204221,0.020760,-9.806864,-9.786103
5.410000,-0.023238,0.206146,-0.022896,0.206568,0.021248,-9.807351,-9.786103
5.420000,-0.021166,0.208324,-0.020819,0.208712,0.021699,-9.807803,-9.786103
5.430000,-0.019072,0.210298,-0.018722,0.210652,0.022113,-9.808216,-9.786103
5.440000,-0.016960,0.212065,-0.016607,0.212385,0.022486,-9.808589,-9.786103
5.450000,-0.014832,0.213624,-0.014475,0.213909,0.022818,-9.808921,-9.786103
5.460000,-0.012688,0.214974,-0.012329,0.215224,0.023107,-9.809210,-9.786103
5.470000,-0.010533,0.216113,-0.010172,0.216328,0.023353,-9.809456,-9.786103
5.480000,-0.008367,0.217041,-0.008004,0.217220,0.023553,-9.809657,-9.786103
5.490000,-0.006193,0.217755,-0.005828,0.217898,0.023709,-9.809812,-9.786103
5.500000,-0.004013,0.218255,-0.003646,0.218363,0.023818,-9.809921,-9.786103
5.510000,-0.001828,0.218542,-0.001461,0.218613,0.023880,-9.809984,-9.786103
5.520000,0.000358,0.218614,0.000725,0.218649,0.023896,-9.809999,-9.786103
5.530000,0.002543,0.218472,0.002911,0.218471,0.023865,-9.809968,-9.786103
5.540000,0.004726,0.218115,0.005094,0.218078,0.023787,-9.809890,-9.786103
5.550000,0.006905,0.217545,0.007272,0.217472,0.023663,-9.809766,-9.786103
5.560000,0.009076,0.216761,0.009443,0.216652,0.023493,-9.809596,-9.786103
5.570000,0.011239,0.215764,0.011604,0.215619,0.023277,-9.809380,-9.786103
5.580000,0.013391,0.214556,0.013754,0.214376,0.023017,-9.809120,-9.786103
5.590000,0.015530,0.213137,0.015891,0.212921,0.022714,-9.808817,-9.786103
5.600000,0.017653,0.211510,0.018012,0.211258,0.022368,-9.808471,-9.786103
5.610000,0.019759,0.209674,0.020115,0.209388,0.021982,-9.808085,-9.786103
5.620000,0.021846,0.207634,0.022199,0.207312,0.021556,-9.807659,-9.786103
5.630000,0.023911,0.205389,0.024261,0.205033,0.021092,-9.807196,-9.786103
5.640000,0.025953,0.202944,0.026299,0.202553,0.020593,-9.806696,-9.786103
5.650000,0.027969,0.200299,0.028311,0.199874,0.020060,-9.806163,-9.786103
5.660000,0.029958,0.197458,0.030296,0.196999,0.019495,-9.805598,-9.786103
5.670000,0.031918,0.194423,0.032251,0.193931,0.018900,-9.805003,-9.786103
5.680000,0.033846,0.191197,0.034174,0.190673,0.018278,-9.804382,-9.786103
5.690000,0.035741,0.187785,0.036064,0.187227,0.017632,-9.803735,-9.786103
5.700000,0.037601,0.184188,0.037918,0.183598,0.016963,-9.803066,-9.786103
5.710000,0.039424,0.180410,0.039735,0.179789,0.016274,-9.802377,-9.786103
5.720000,0.041209,0.176456,0.041513,0.175803,0.015568,-9.801672,-9.786103
5.730000,0.042953,0.172329,0.043250,0.171645,0.014849,-9.800952,-9.786103
5.740000,0.044655,0.168032,0.044945,0.167319,0.014117,-9.800221,-9.786103
5.750000,0.046313,0.163572,0.046596,0.162829,0.013378,-9.799481,-9.786103
5.760000,0.047926,0.158951,0.048201,0.158178,0.012633,-9.798736,-9.786103
5.770000,0.049492,0.154174,0.049759,0.153373,0.011885,-9.797988,-9.786103
5.780000,0.051009,0.149246,0.051268,0.148417,0.011137,-9.797240,-9.786103
5.790000,0.052476,0.144172,0.052727,0.143316,0.010393,-9.796496,-9.786103
5.800000,0.053892,0.138956,0.054134,0.138074,0.009654,-9.795758,-9.786103
5.810000,0.055255,0.133605,0.055488,0.132696,0.008925,-9.795028,-9.786103
5.820000,0.056563,0.128123,0.056788,0.127189,0.008208,-9.794311,-9.786103
5.830000,0.057817,0.122515,0.058032,0.121556,0.007505,-9.793608,-9.786103
5.840000,0.059013,0.116787,0.059218,0.115805,0.006820,-9.792923,-9.786103
5.850000,0.060152,0.110945,0.060347,0.109940,0.006154,-9.792258,-9.786103
5.860000,0.061232,0.104995,0.061417,0.103967,0.005512,-9.791615,-9.786103
5.870000,0.062252,0.098941,0.062426,0.097892,0.004895,-9.790998,-9.786103
5.880000,0.063210,0.092791,0.063374,0.091721,0.004305,-9.790408,-9.786103
5.890000,0.064107,0.086549,0.064260,0.085460,0.003745,-9.789849,-9.786103
5.900000,0.064941,0.080224,0.065083,0.079115,0.003218,-9.789321,-9.786103
5.910000,0.065711,0.073819,0.065842,0.072692,0.002725,-9.788828,-9.786103
5.920000,0.066417,0.067342,0.066537,0.066199,0.002267,-9.788371,-9.786103
5.930000,0.067058,0.060800,0.067166,0.059640,0.001848,-9.787952,-9.786103
5.940000,0.067633,0.054198,0.067730,0.053023,0.001469,-9.787572,-9.786103
5.950000,0.068142,0.047542,0.068226,0.046354,0.001130,-9.787233,-9.786103
5.960000,0.068584,0.040841,0.068656,0.039639,0.000834,-9.786937,-9.786103
5.970000,0.068958,0.034099,0.069019,0.032885,0.000581,-9.786685,-9.786103
5.980000,0.069266,0.027324,0.069314,0.026100,0.000373,-9.786477,-9.786103
5.990000,0.069505,0.020522,0.069541,0.019288,0.000211,-9.786314,-9.786103
6.000000,0.069676,0.013700,0.069700,0.012458,0.000094,-9.786197,-9.786103
6.010000,0.069779,0.006865,0.069790,0.005615,0.000024,-9.786127,-9.786103
6.020000,0.069813,0.000023,0.069812,-0.001233,0.000000,-9.786103,-9.786103
6.030000,0.069779,-0.006819,0.069765,-0.008080,0.000023,-9.786127,-9.786103
6.040000,0.069677,-0.013654,0.069650,-0.014918,0.000093,-9.786197,-9.786103
6.050000,0.069506,-0.020476,0.069467,-0.021743,0.000210,-9.786313,-9.786103
6.060000,0.069267,-0.027278,0.069216,-0.028546,0.000372,-9.786475,-9.786103
6.070000,0.068961,-0.034053,0.068896,-0.035321,0.000580,-9.786683,-9.786103
6.080000,0.068586,-0.040795,0.068509,-0.042061,0.000832,-9.786935,-9.786103
6.090000,0.068145,-0.047497,0.068055,-0.048760,0.001128,-9.787231,-9.786103
6.100000,0.067637,-0.054153,0.067534,-0.055411,0.001466,-9.787570,-9.786103
6.110000,0.067062,-0.060755,0.066947,-0.062008,0.001846,-9.787949,-9.786103
6.120000,0.066422,-0.067298,0.066294,-0.068544,0.002265,-9.788368,-9.786103
6.130000,0.065716,-0.073775,0.065577,-0.075013,0.002721,-9.788825,-9.786103
6.140000,0.064946,-0.080180,0.064794,-0.081408,0.003214,-9.789318,-9.786103
6.150000,0.064113,-0.086507,0.063949,-0.087724,0.003742,-9.789845,-9.786103
6.160000,0.063217,-0.092749,0.063040,-0.093953,0.004301,-9.790404,-9.786103
6.170000,0.062258,-0.098900,0.062070,-0.100090,0.004891,-9.790994,-9.786103
6.180000,0.061239,-0.104954,0.061039,-0.106129,0.005508,-9.791611,-9.786103
6.190000,0.060160,-0.110905,0.059948,-0.112064,0.006150,-9.792253,-9.786103
6.200000,0.059021,-0.116748,0.058798,-0.117889,0.006815,-9.792918,-9.786103
6.210000,0.057825,-0.122477,0.057590,-0.123598,0.007500,-9.793604,-9.786103
6.220000,0.056572,-0.128085,0.056326,-0.129186,0.008203,-9.794306,-9.786103
6.230000,0.055264,-0.133568,0.055007,-0.134647,0.008920,-9.795024,-9.786103
6.240000,0.053901,-0.138921,0.053634,-0.139977,0.009649,-9.795753,-9.786103
6.250000,0.052486,-0.144137,0.052208,-0.145169,0.010388,-9.796491,-9.786103
6.260000,0.051019,-0.149212,0.050731,-0.150218,0.011132,-9.797235,-9.786103
6.270000,0.049502,-0.154141,0.049204,-0.155120,0.011880,-9.797983,-9.786103
6.280000,0.047937,-0.158919,0.047629,-0.159871,0.012628,-9.798731,-9.786103
6.290000,0.046324,-0.163541,0.046007,-0.164464,0.013373,-9.799476,-9.786103
6.300000,0.044666,-0.168003,0.044340,-0.168896,0.014112,-9.800216,-9.786103
6.310000,0.042965,-0.172300,0.042630,-0.173162,0.014844,-9.800947,-9.786103
6.320000,0.041221,-0.176428,0.040878,-0.177258,0.015563,-9.801667,-9.786103
6.330000,0.039437,-0.180384,0.039085,-0.181181,0.016269,-9.802373,-9.786103
