t,phi,omega,T,U,E
8.350000,-0.747128,0.100208,0.005021,-9.809166,-9.804145
8.360000,-0.746120,0.101486,0.005150,-9.809168,-9.804019
8.370000,-0.745098,0.102762,0.005280,-9.809171,-9.803890
8.380000,-0.744064,0.104037,0.005412,-9.809173,-9.803761
8.390000,-0.743018,0.105310,0.005545,-9.809175,-9.803630
8.400000,-0.741958,0.106582,0.005680,-9.809177,-9.803498
8.410000,-0.740886,0.107851,0.005816,-9.809180,-9.803364
8.420000,-0.739801,0.109118,0.005953,-9.809182,-9.803229
8.430000,-0.738704,0.110384,0.006092,-9.809185,-9.803092
8.440000,-0.737593,0.111648,0.006233,-9.809187,-9.802954
8.450000,-0.736471,0.112910,0.006374,-9.809190,-9.802815
8.460000,-0.735335,0.114170,0.006517,-9.809192,-9.802675
8.470000,-0.734187,0.115428,0.006662,-9.809195,-9.802533
8.480000,-0.733027,0.116684,0.006808,-9.809197,-9.802390
8.490000,-0.731854,0.117938,0.006955,-9.809200,-9.802245
8.500000,-0.730668,0.119190,0.007103,-9.809202,-9.802099
8.510000,-0.729470,0.120440,0.007253,-9.809205,-9.801952
8.520000,-0.728259,0.121688,0.007404,-9.809208,-9.801804
8.530000,-0.727036,0.122934,0.007556,-9.809210,-9.801654
8.540000,-0.725801,0.124177,0.007710,-9.809213,-9.801503
8.550000,-0.724553,0.125419,0.007865,-9.809216,-9.801351
8.560000,-0.723292,0.126658,0.008021,-9.809218,-9.801197
8.570000,-0.722019,0.127896,0.008179,-9.809221,-9.801042
8.580000,-0.720734,0.129131,0.008337,-9.809224,-9.800886
8.590000,-0.719437,0.130364,0.008497,-9.809227,-9.800729
8.600000,-0.718127,0.131594,0.008659,-9.809229,-9.800571
8.610000,-0.716805,0.132823,0.008821,-9.809232,-9.800411
8.620000,-0.715471,0.134049,0.008985,-9.809235,-9.800251
8.630000,-0.714124,0.135273,0.009149,-9.809238,-9.800089
8.640000,-0.712765,0.136494,0.009315,-9.809241,-9.799926
8.650000,-0.711394,0.137713,0.009482,-9.809244,-9.799761
8.660000,-0.710011,0.138930,0.009651,-9.809247,-9.799596
8.670000,-0.708615,0.140144,0.009820,-9.809250,-9.799430
8.680000,-0.707208,0.141357,0.009991,-9.809253,-9.799262
8.690000,-0.705788,0.142566,0.010163,-9.809256,-9.799093
8.700000,-0.704357,0.143773,0.010335,-9.809259,-9.798923
8.710000,-0.702913,0.144978,0.010509,-9.809262,-9.798752
8.720000,-0.701457,0.146180,0.010684,-9.809265,-9.798580
8.730000,-0.699989,0.147380,0.010860,-9.809268,-9.798407
8.740000,-0.698509,0.148577,0.011038,-9.809271,-9.798233
8.750000,-0.697018,0.149772,0.011216,-9.809274,-9.798058
8.760000,-0.695514,0.150964,0.011395,-9.809277,-9.797882
8.770000,-0.693998,0.152153,0.011575,-9.809280,-9.797705
8.780000,-0.692471,0.153340,0.011757,-9.809284,-9.797527
8.790000,-0.690932,0.154525,0.011939,-9.809287,-9.797348
8.800000,-0.689381,0.155706,0.012122,-9.809290,-9.797168
8.810000,-0.687818,0.156885,0.012306,-9.809293,-9.796987
8.820000,-0.686243,0.158062,0.012492,-9.809296,-9.796805
8.830000,-0.684656,0.159235,0.012678,-9.809300,-9.796622
8.840000,-0.683058,0.160406,0.012865,-9.809303,-9.796438
8.850000,-0.681448,0.161574,0.013053,-9.809306,-9.796253
8.860000,-0.679827,0.162739,0.013242,-9.809309,-9.796067
8.870000,-0.678193,0.163902,0.013432,-9.809313,-9.795881
8.880000,-0.676549,0.165062,0.013623,-9.809316,-9.795693
8.890000,-0.674892,0.166219,0.013814,-9.809319,-9.795505
8.900000,-0.673224,0.167373,0.014007,-9.809323,-9.795316
8.910000,-0.671545,0.168524,0.014200,-9.809326,-9.795126
8.920000,-0.669854,0.169672,0.014394,-9.809330,-9.794935
8.930000,-0.668151,0.170818,0.014589,-9.809333,-9.794744
8.940000,-0.666437,0.171960,0.014785,-9.809336,-9.794551
8.950000,-0.664712,0.173100,0.014982,-9.809340,-9.794358
8.960000,-0.662975,0.174236,0.015179,-9.809343,-9.794164
8.970000,-0.661227,0.175370,0.015377,-9.809347,-9.793969
8.980000,-0.659468,0.176501,0.015576,-9.809350,-9.793774
8.990000,-0.657697,0.177628,0.015776,-9.809354,-9.793578
9.000000,-0.655916,0.178753,0.015976,-9.809357,-9.793381
9.010000,-0.654122,0.179874,0.016177,-9.809361,-9.793183
9.020000,-0.652318,0.180993,0.016379,-9.809364,-9.792985
9.030000,-0.650503,0.182108,0.016582,-9.809368,-9.792786
9.040000,-0.648676,0.183220,0.016785,-9.809371,-9.792587
9.050000,-0.646838,0.184329,0.016989,-9.809375,-9.792386
9.060000,-0.644989,0.185435,0.017193,-9.809378,-9.792185
9.070000,-0.643129,0.186538,0.017398,-9.809382,-9.791984
9.080000,-0.641259,0.187637,0.017604,-9.809386,-9.791782
9.090000,-0.639377,0.188733,0.017810,-9.809389,-9.791579
9.100000,-0.637484,0.189827,0.018017,-9.809393,-9.791376
9.110000,-0.635580,0.190916,0.018225,-9.809396,-9.791172
9.120000,-0.633666,0.192003,0.018433,-9.809400,-9.790967
9.130000,-0.631740,0.193086,0.018641,-9.809404,-9.790763
9.140000,-0.629804,0.194166,0.018850,-9.809407,-9.790557
9.150000,-0.627857,0.195243,0.019060,-9.809411,-9.790351
9.160000,-0.625899,0.196316,0.019270,-9.809415,-9.790145
9.170000,-0.623931,0.197386,0.019481,-9.809418,-9.789938
9.180000,-0.621951,0.198453,0.019692,-9.809422,-9.789730
9.190000,-0.619961,0.199516,0.019903,-9.809426,-9.789522
9.200000,-0.617961,0.200576,0.020115,-9.809429,-9.789314
9.210000,-0.615950,0.201632,0.020328,-9.809433,-9.789105
9.220000,-0.613928,0.202685,0.020541,-9.809437,-9.788896
9.230000,-0.611896,0.203734,0.020754,-9.809441,-9.788687
9.240000,-0.609854,0.204780,0.020967,-9.809444,-9.788477
9.250000,-0.607801,0.205822,0.021181,-9.809448,-9.788267
9.260000,-0.605737,0.206861,0.021396,-9.809452,-9.788056
9.270000,-0.603664,0.207897,0.021611,-9.809456,-9.787845
9.280000,-0.601579,0.208928,0.021826,-9.809459,-9.787634
9.290000,-0.599485,0.209957,0.022041,-9.809463,-9.787422
9.300000,-0.597380,0.210981,0.022257,-9.809467,-9.787210
9.310000,-0.595265,0.212002,0.022472,-9.809471,-9.786998
9.320000,-0.593140,0.213020,0.022689,-9.809474,-9.786786
9.330000,-0.591005,0.214033,0.022905,-9.809478,-9.786573
9.340000,-0.588860,0.215043,0.023122,-9.809482,-9.786360
9.350000,-0.586704,0.216050,0.023339,-9.809486,-9.786147
9.360000,-0.584539,0.217052,0.023556,-9.809489,-9.785934
9.370000,-0.582363,0.218051,0.023773,-9.809493,-9.785720
9.380000,-0.580178,0.219046,0.023991,-9.809497,-9.785506
9.390000,-0.577982,0.220038,0.024208,-9.809501,-9.785293
9.400000,-0.575777,0.221026,0.024426,-9.809505,-9.785078
9.410000,-0.573562,0.222010,0.024644,-9.809508,-9.784864
9.420000,-0.571337,0.222990,0.024862,-9.809512,-9.784650
9.430000,-0.569102,0.223966,0.025080,-9.809516,-9.784436
9.440000,-0.566857,0.224938,0.025299,-9.809520,-9.784221
9.450000,-0.564603,0.225907,0.025517,-9.809524,-9.784007
9.460000,-0.562339,0.226872,0.025735,-9.809528,-9.783792
9.470000,-0.560066,0.227833,0.025954,-9.809531,-9.783577
9.480000,-0.557783,0.228790,0.026172,-9.809535,-9.783363
9.490000,-0.555490,0.229743,0.026391,-9.809539,-9.783148
9.500000,-0.553188,0.230692,0.026609,-9.809543,-9.782933
9.510000,-0.550876,0.231637,0.026828,-9.809547,-9.782719
9.520000,-0.548555,0.232578,0.027046,-9.809550,-9.782504
9.530000,-0.546225,0.233515,0.027265,-9.809554,-9.782290
9.540000,-0.543885,0.234449,0.027483,-9.809558,-9.782075
9.550000,-0.541536,0.235378,0.027701,-9.809562,-9.781860
9.560000,-0.539177,0.236303,0.027920,-9.809566,-9.781646
9.570000,-0.536810,0.237224,0.028138,-9.809569,-9.781432
9.580000,-0.534433,0.238141,0.028356,-9.809573,-9.781218
9.590000,-0.532047,0.239054,0.028573,-9.809577,-9.781004
9.600000,-0.529652,0.239963,0.028791,-9.809581,-9.780790
9.610000,-0.527247,0.240868,0.029009,-9.809585,-9.780576
9.620000,-0.524834,0.241768,0.029226,-9.809588,-9.780362
9.630000,-0.522412,0.242665,0.029443,-9.809592,-9.780149
9.640000,-0.519981,0.243557,0.029660,-9.809596,-9.779936
9.650000,-0.517541,0.244445,0.029877,-9.809600,-9.779723
9.660000,-0.515092,0.245329,0.030093,-9.809604,-9.779510
9.670000,-0.512634,0.246209,0.030310,-9.809607,-9.779298
9.680000,-0.510168,0.247085,0.030525,-9.809611,-9.779086
9.690000,-0.507693,0.247956,0.030741,-9.809615,-9.778874
9.700000,-0.505209,0.248823,0.030957,-9.809619,-9.778662
9.710000,-0.502716,0.249686,0.031172,-9.809622,-9.778451
9.720000,-0.500215,0.250545,0.031386,-9.809626,-9.778240
9.730000,-0.497705,0.251399,0.031601,-9.809630,-9.778029
9.740000,-0.495187,0.252249,0.031815,-9.809634,-9.777819
9.750000,-0.492660,0.253095,0.032028,-9.809637,-9.777609
9.760000,-0.490125,0.253936,0.032242,-9.809641,-9.777399
9.770000,-0.487582,0.254773,0.032455,-9.809645,-9.777190
9.780000,-0.485030,0.255606,0.032667,-9.809648,-9.776981
9.790000,-0.482470,0.256434,0.032879,-9.809652,-9.776773
9.800000,-0.479901,0.257258,0.033091,-9.809656,-9.776565
9.810000,-0.477324,0.258077,0.033302,-9.809660,-9.776358
9.820000,-0.474740,0.258892,0.033513,-9.809663,-9.776151
9.830000,-0.472147,0.259703,0.033723,-9.809667,-9.775944
9.840000,-0.469546,0.260509,0.033932,-9.809671,-9.775738
9.850000,-0.466936,0.261311,0.034142,-9.809674,-9.775533
9.860000,-0.464319,0.262108,0.034350,-9.809678,-9.775328
9.870000,-0.461694,0.262901,0.034558,-9.809682,-9.775123
9.880000,-0.459061,0.263689,0.034766,-9.809685,-9.774919
9.890000,-0.456421,0.264473,0.034973,-9.809689,-9.774716
9.900000,-0.453772,0.265252,0.035179,-9.809692,-9.774513
9.910000,-0.451116,0.266027,0.035385,-9.809696,-9.774311
9.920000,-0.448451,0.266797,0.035590,-9.809700,-9.774109
9.930000,-0.445780,0.267562,0.035795,-9.809703,-9.773908
9.940000,-0.443100,0.268323,0.035999,-9.809707,-9.773708
9.950000,-0.440413,0.269080,0.036202,-9.809710,-9.773508
9.960000,-0.437719,0.269831,0.036404,-9.809714,-9.773309
9.970000,-0.435017,0.270578,0.036606,-9.809717,-9.773111
9.980000,-0.432307,0.271321,0.036808,-9.809721,-9.772913
9.990000,-0.429590,0.272059,0.037008,-9.809724,-9.772716
10.000000,-0.426866,0.272792,0.037208,-9.809728,-9.772520
